DSL Id,Current RCA Value,Primary IP,DSL ID:RCA:IP,HUB,Circle
07314279462_dsl,VTA-U-20480-512-NA-572-E,122.168.125.108,07314279462_dsl:VTA-U-20480-512-NA-572-E:122.168.125.108,West,MP
07314257779_dsl,VTA-U-24576-1024-NA-1381-R,122.168.124.97,07314257779_dsl:VTA-U-24576-1024-NA-1381-R:122.168.124.97,West,MP
07314279598_dsl,VTA-U-81922-512-NA-124-E,122.168.124.90,07314279598_dsl:VTA-U-81922-512-NA-124-E:122.168.124.90,West,MP
073124334326_dsl,VTA-U-20480-1024-NA-521-R,122.168.124.75,073124334326_dsl:VTA-U-20480-1024-NA-521-R:122.168.124.75,West,MP
07314293566_mp,VTA-U-81922-1024-NA-515-R,122.168.124.71,07314293566_mp:VTA-U-81922-1024-NA-515-R:122.168.124.71,West,MP
07480401552_dsl,VTA-U-81922-1024-NA-3333-R,122.168.124.7,07480401552_dsl:VTA-U-81922-1024-NA-3333-R:122.168.124.7,West,MP
07884030671_dsl,VTA-U-163841-1024-NA-1200-E,122.168.124.62,07884030671_dsl:VTA-U-163841-1024-NA-1200-E:122.168.124.62,West,MP
07314083086_mp,VTA-U-163841-1024-NA-559-E,122.168.124.54,07314083086_mp:VTA-U-163841-1024-NA-559-E:122.168.124.54,West,MP
07314088288_mp,VTA-U-20480-1024-NA-653-R,122.168.124.246,07314088288_mp:VTA-U-20480-1024-NA-653-R:122.168.124.246,West,MP
07314274121_dsl,VTA-U-24576-1024-NA-843-E,122.168.124.233,07314274121_dsl:VTA-U-24576-1024-NA-843-E:122.168.124.233,West,MP
07344060565_dsl,VTA-U-40960-1024-NA-763-R,122.168.124.212,07344060565_dsl:VTA-U-40960-1024-NA-763-R:122.168.124.212,West,MP
mp2423694_dsl,VTA-U-40960-1024-NA-400-E,122.168.124.16,mp2423694_dsl:VTA-U-40960-1024-NA-400-E:122.168.124.16,West,MP
07314062596_mp,VTA-U-24576-1024-NA-1173-R,122.168.124.120,07314062596_mp:VTA-U-24576-1024-NA-1173-R:122.168.124.120,West,MP
07556220641_dsl,VTA-U-163841-1024-NA-536-E,122.168.123.75,07556220641_dsl:VTA-U-163841-1024-NA-536-E:122.168.123.75,West,MP
07554289647_mp,VTA-U-163841-1024-NA-1285-E,122.168.123.7,07554289647_mp:VTA-U-163841-1024-NA-1285-E:122.168.123.7,West,MP
07554297602_dsl,VTA-U-409600-1024-NA-1330-R,122.168.123.59,07554297602_dsl:VTA-U-409600-1024-NA-1330-R:122.168.123.59,West,MP
075511182378,VTA-U-163841-1024-NA-1068-E,122.168.123.3,075511182378:VTA-U-163841-1024-NA-1068-E:122.168.123.3,West,MP
07554265026_dsl,VTA-U-409600-1024-NA-1149-R,122.168.123.219,07554265026_dsl:VTA-U-409600-1024-NA-1149-R:122.168.123.219,West,MP
07422656331_dsl,VTA-U-40960-1024-NA-1120-E,122.168.123.167,07422656331_dsl:VTA-U-40960-1024-NA-1120-E:122.168.123.167,West,MP
07617874149_dsl,VTA-U-409600-1024-NA-933-R,122.168.123.155,07617874149_dsl:VTA-U-409600-1024-NA-933-R:122.168.123.155,West,MP
07554034878_mp,VTA-U-409600-1024-NA-1250-R,122.168.123.151,07554034878_mp:VTA-U-409600-1024-NA-1250-R:122.168.123.151,West,MP
012138001469_dsl,VTA-U-409600-1024-NA-1052-R,122.165.144.91,012138001469_dsl:VTA-U-409600-1024-NA-1052-R:122.165.144.91,North,North - UP West
052242084624_dsl,VTA-U-409600-1024-NA-949-R,122.163.178.47,052242084624_dsl:VTA-U-409600-1024-NA-949-R:122.163.178.47,North,UP East
052240835505_dsl,VTA-U-409600-1024-NA-983-R,122.163.177.47,052240835505_dsl:VTA-U-409600-1024-NA-983-R:122.163.177.47,North,UP East
052240835470_dsl,VTA-U-409600-1024-NA-199-R,122.163.177.33,052240835470_dsl:VTA-U-409600-1024-NA-199-R:122.163.177.33,North,UP East
052234778813_dsl,VTA-U-163841-1024-NA-554-R,122.163.177.25,052234778813_dsl:VTA-U-163841-1024-NA-554-R:122.163.177.25,North,UP East
052241520290_dsl,VTA-U-163841-1024-NA-682-R,122.163.177.221,052241520290_dsl:VTA-U-163841-1024-NA-682-R:122.163.177.221,North,UP East
052241444147_dsl,VTA-U-163841-1024-NA-910-R,122.163.177.137,052241444147_dsl:VTA-U-163841-1024-NA-910-R:122.163.177.137,North,UP East
052234309503_dsl,VTA-U-409600-1024-NA-789-E,122.163.176.97,052234309503_dsl:VTA-U-409600-1024-NA-789-E:122.163.176.97,North,UP East
052238136470_dsl,VTA-U-409600-1024-NA-524-R,122.163.176.40,052238136470_dsl:VTA-U-409600-1024-NA-524-R:122.163.176.40,North,UP East
052234381478_dsl,VTA-U-163841-1024-NA-491-E,122.163.176.30,052234381478_dsl:VTA-U-163841-1024-NA-491-E:122.163.176.30,North,UP East
052239452402_dsl,VTA-U-409600-1024-NA-544-R,122.163.176.226,052239452402_dsl:VTA-U-409600-1024-NA-544-R:122.163.176.226,North,UP East
052238808460_dsl,VTA-U-24576-1024-NA-1200-E,122.163.176.188,052238808460_dsl:VTA-U-24576-1024-NA-1200-E:122.163.176.188,North,UP East
052233092729_dsl,VTA-U-163841-1024-NA-332-E,122.163.176.153,052233092729_dsl:VTA-U-163841-1024-NA-332-E:122.163.176.153,North,UP East
052235318518_dsl,VTA-U-163841-1024-NA-135-R,122.163.176.151,052235318518_dsl:VTA-U-163841-1024-NA-135-R:122.163.176.151,North,UP East
03395903199_dsl,VTA-U-409600-1024-NA-1192-E,122.163.123.60,03395903199_dsl:VTA-U-409600-1024-NA-1192-E:122.163.123.60,North,Kolkata
03394062481_dsl,VTA-U-24576-1024-NA-335-E,122.163.123.245,03394062481_dsl:VTA-U-24576-1024-NA-335-E:122.163.123.245,North,Kolkata
03394060695_dsl,VTA-U-24576-1024-NA-322-E,122.163.123.244,03394060695_dsl:VTA-U-24576-1024-NA-322-E:122.163.123.244,North,Kolkata
03396439212_dsl,VTA-U-409600-1024-NA-237-R,122.163.123.234,03396439212_dsl:VTA-U-409600-1024-NA-237-R:122.163.123.234,North,Kolkata
03394612707_dsl,VTA-U-409600-1024-NA-956-E,122.163.123.211,03394612707_dsl:VTA-U-409600-1024-NA-956-E:122.163.123.211,North,Kolkata
03396428473_dsl,VTA-U-409600-1024-NA-1066-E,122.163.123.153,03396428473_dsl:VTA-U-409600-1024-NA-1066-E:122.163.123.153,North,Kolkata
03396424602_dsl,VTA-U-409600-1024-NA-1150-E,122.163.123.152,03396424602_dsl:VTA-U-409600-1024-NA-1150-E:122.163.123.152,North,Kolkata
03395411479_dsl,VTA-U-409600-1024-NA-162-E,122.163.123.114,03395411479_dsl:VTA-U-409600-1024-NA-162-E:122.163.123.114,North,Kolkata
03395026501_dsl,VTA-U-409600-1024-NA-160-R,122.163.123.107,03395026501_dsl:VTA-U-409600-1024-NA-160-R:122.163.123.107,North,Kolkata
03394622617_dsl,VTA-U-409600-1024-NA-371-R,122.163.122.88,03394622617_dsl:VTA-U-409600-1024-NA-371-R:122.163.122.88,North,Kolkata
03395055942_dsl,VTA-U-409600-1024-NA-434-E,122.163.122.62,03395055942_dsl:VTA-U-409600-1024-NA-434-E:122.163.122.62,North,Kolkata
03395056152_dsl,VTA-U-409600-1024-NA-1004-E,122.163.122.42,03395056152_dsl:VTA-U-409600-1024-NA-1004-E:122.163.122.42,North,Kolkata
03393506820_dsl,VTA-U-409600-1024-NA-679-R,122.163.122.130,03393506820_dsl:VTA-U-409600-1024-NA-679-R:122.163.122.130,North,Kolkata
03392487933_dsl,VTA-U-409600-1024-NA-1232-R,122.163.121.203,03392487933_dsl:VTA-U-409600-1024-NA-1232-R:122.163.121.203,North,Kolkata
03393422342_dsl,VTA-U-409600-1024-NA-485-R,122.163.120.50,03393422342_dsl:VTA-U-409600-1024-NA-485-R:122.163.120.50,North,Kolkata
01244229996_dsl,VTA-U-163841-1024-NA-838-R,122.161.199.73,01244229996_dsl:VTA-U-163841-1024-NA-838-R:122.161.199.73,North,Haryana
01294008624_dsl,VTA-U-163841-1024-NA-614-E,122.161.199.37,01294008624_dsl:VTA-U-163841-1024-NA-614-E:122.161.199.37,North,Haryana
012440821665_dsl,VTA-U-409600-1024-NA-1048-R,122.161.199.208,012440821665_dsl:VTA-U-409600-1024-NA-1048-R:122.161.199.208,North,Haryana
01195079025_dsl,VTA-U-409600-1024-NA-488-R,122.161.199.202,01195079025_dsl:VTA-U-409600-1024-NA-488-R:122.161.199.202,North,Delhi
01294009870_dsl,VTA-U-409600-1024-NA-1250-R,122.161.199.151,01294009870_dsl:VTA-U-409600-1024-NA-1250-R:122.161.199.151,North,Haryana
01145536430_dsl,VTA-U-409600-1024-NA-620-R,122.161.198.226,01145536430_dsl:VTA-U-409600-1024-NA-620-R:122.161.198.226,North,Delhi
012019806659_dsl,VTA-U-409600-1024-NA-150-R,122.161.197.136,012019806659_dsl:VTA-U-409600-1024-NA-150-R:122.161.197.136,North,U.P West
01204123862_dsl,VTA-U-409600-1024-NA-412-R,122.161.196.9,01204123862_dsl:VTA-U-409600-1024-NA-412-R:122.161.196.9,North,Delhi
01205327152,VTA-U-409600-1024-NA-838-R,122.161.196.200,01205327152:VTA-U-409600-1024-NA-838-R:122.161.196.200,North,U.P West
01204230302_dsl,VTA-U-40960-1024-NA-943-E,122.161.196.149,01204230302_dsl:VTA-U-40960-1024-NA-943-E:122.161.196.149,North,U.P West
01174837550_dsl,VTA-U-163841-1024-NA-1050-R,122.161.195.102,01174837550_dsl:VTA-U-163841-1024-NA-1050-R:122.161.195.102,North,Delhi
01244363903_dsl,VTA-U-409600-1024-NA-532-R,122.161.194.156,01244363903_dsl:VTA-U-409600-1024-NA-532-R:122.161.194.156,North,Haryana
01146052671_dsl,VTA-U-409600-1024-NA-674-R,122.160.94.41,01146052671_dsl:VTA-U-409600-1024-NA-674-R:122.160.94.41,North,Delhi
01194629672_dsl,VTA-U-409600-1024-NA-1250-R,122.160.94.24,01194629672_dsl:VTA-U-409600-1024-NA-1250-R:122.160.94.24,North,Delhi
01193423054_dsl,VTA-U-409600-1024-NA-461-E,122.160.94.195,01193423054_dsl:VTA-U-409600-1024-NA-461-E:122.160.94.195,North,Delhi
01193429262_dsl,VTA-U-409600-1024-NA-1011-E,122.160.94.191,01193429262_dsl:VTA-U-409600-1024-NA-1011-E:122.160.94.191,North,Delhi
01147035338_dsl,VTA-U-409600-1024-NA-1274-R,122.160.94.172,01147035338_dsl:VTA-U-409600-1024-NA-1274-R:122.160.94.172,North,Delhi
056230726508_dsl,VTA-U-409600-1024-NA-1200-E,122.160.94.130,056230726508_dsl:VTA-U-409600-1024-NA-1200-E:122.160.94.130,North,North - UP West
01295015016_dsl,VTA-U-81922-1024-NA-505-R,122.160.88.99,01295015016_dsl:VTA-U-81922-1024-NA-505-R:122.160.88.99,North,Haryana
01296105781_dsl,VTA-U-163841-1024-NA-160-R,122.160.88.78,01296105781_dsl:VTA-U-163841-1024-NA-160-R:122.160.88.78,North,Haryana
01294011527_dsl,VTA-U-409600-1024-NA-870-R,122.160.88.230,01294011527_dsl:VTA-U-409600-1024-NA-870-R:122.160.88.230,North,Haryana
01294150019_dsl,VTA-U-20480-1024-NA-1200-R,122.160.88.188,01294150019_dsl:VTA-U-20480-1024-NA-1200-R:122.160.88.188,North,Haryana
01294021670_dsl,VTA-U-163841-1024-NA-1210-R,122.160.88.162,01294021670_dsl:VTA-U-163841-1024-NA-1210-R:122.160.88.162,North,Haryana
012430335570_dsl,VTA-U-409600-1024-NA-1133-R,122.160.88.142,012430335570_dsl:VTA-U-409600-1024-NA-1133-R:122.160.88.142,North,Delhi
01294013279_dsl,VTA-U-409600-1024-NA-871-R,122.160.87.81,01294013279_dsl:VTA-U-409600-1024-NA-871-R:122.160.87.81,North,Haryana
01246463394_dsl,VTA-U-409600-1024-NA-1596-R,122.160.87.46,01246463394_dsl:VTA-U-409600-1024-NA-1596-R:122.160.87.46,North,Haryana
01244061028_dsl,VTA-U-1024000-1024-NA-1372-R,122.160.87.26,01244061028_dsl:VTA-U-1024000-1024-NA-1372-R:122.160.87.26,North,Haryana
01294052096_dsl,VTA-U-20480-512-NA-448-E,122.160.86.76,01294052096_dsl:VTA-U-20480-512-NA-448-E:122.160.86.76,North,Haryana
01244218994_dsl,VTA-U-409600-1024-NA-756-R,122.160.86.57,01244218994_dsl:VTA-U-409600-1024-NA-756-R:122.160.86.57,North,Haryana
kapilchadha_hry,VTA-U-20480-512-NA-761-R,122.160.86.156,kapilchadha_hry:VTA-U-20480-512-NA-761-R:122.160.86.156,North,Haryana
01246488983_dsl,VTA-U-409600-1024-NA-522-R,122.160.85.25,01246488983_dsl:VTA-U-409600-1024-NA-522-R:122.160.85.25,North,Haryana
01140548219_dsl,VTA-U-24576-1024-NA-1050-E,122.160.85.164,01140548219_dsl:VTA-U-24576-1024-NA-1050-E:122.160.85.164,North,Delhi
01244250095_dsl,VTA-U-409600-1024-NA-791-R,122.160.85.160,01244250095_dsl:VTA-U-409600-1024-NA-791-R:122.160.85.160,North,Haryana
01193886567_dsl,VTA-U-409600-1024-NA-906-E,122.160.85.125,01193886567_dsl:VTA-U-409600-1024-NA-906-E:122.160.85.125,North,Delhi
01248515843_dsl,VTA-U-40960-1024-NA-476-R,122.160.85.107,01248515843_dsl:VTA-U-40960-1024-NA-476-R:122.160.85.107,North,Haryana
01244017402_dsl,VTA-U-81922-1024-NA-1031-R,122.160.84.96,01244017402_dsl:VTA-U-81922-1024-NA-1031-R:122.160.84.96,North,Haryana
01244075577_dsl,VTA-U-40960-1024-NA-1050-R,122.160.83.120,01244075577_dsl:VTA-U-40960-1024-NA-1050-R:122.160.83.120,North,Haryana
01246276771_dsl,VTA-U-409600-1024-NA-670-R,122.160.82.244,01246276771_dsl:VTA-U-409600-1024-NA-670-R:122.160.82.244,North,Haryana
01244225127_dsl,VTA-U-409600-1024-NA-556-R,122.160.82.186,01244225127_dsl:VTA-U-409600-1024-NA-556-R:122.160.82.186,North,Haryana
01294113551_dsl,VTA-U-409600-1024-NA-3333-R,122.160.81.30,01294113551_dsl:VTA-U-409600-1024-NA-3333-R:122.160.81.30,North,Haryana
01244007090_dsl,VTA-U-409600-1024-NA-779-R,122.160.80.32,01244007090_dsl:VTA-U-409600-1024-NA-779-R:122.160.80.32,North,Haryana
01244044078_dsl,VTA-U-163841-1024-NA-483-R,122.160.80.206,01244044078_dsl:VTA-U-163841-1024-NA-483-R:122.160.80.206,North,Haryana
01160528687_dsl,VTA-U-81922-1024-NA-1130-R,122.160.80.183,01160528687_dsl:VTA-U-81922-1024-NA-1130-R:122.160.80.183,North,Delhi
01147055842_dsl,VTA-U-409600-1024-NA-590-R,122.160.8.39,01147055842_dsl:VTA-U-409600-1024-NA-590-R:122.160.8.39,North,Delhi
01160476696_dsl,VTA-U-409600-1024-NA-4333-R,122.160.8.228,01160476696_dsl:VTA-U-409600-1024-NA-4333-R:122.160.8.228,North,Delhi
01143581377_dsl,VTA-U-409600-1024-NA-1319-E,122.160.8.219,01143581377_dsl:VTA-U-409600-1024-NA-1319-E:122.160.8.219,North,Haryana
012033336239_dsl,VTA-U-409600-1024-NA-265-R,122.160.79.213,012033336239_dsl:VTA-U-409600-1024-NA-265-R:122.160.79.213,North,U.P West
01143587145_dsl,VTA-U-409600-1024-NA-351-R,122.160.78.226,01143587145_dsl:VTA-U-409600-1024-NA-351-R:122.160.78.226,North,Delhi
01168028893_dsl,VTA-U-81922-512-NA-50-R,122.160.78.208,01168028893_dsl:VTA-U-81922-512-NA-50-R:122.160.78.208,North,Delhi
012039585953_dsl,VTA-U-24576-1024-NA-235-R,122.160.77.40,012039585953_dsl:VTA-U-24576-1024-NA-235-R:122.160.77.40,North,U.P West
01143571575_dsl,VTA-U-24576-1024-NA-1201-R,122.160.77.212,01143571575_dsl:VTA-U-24576-1024-NA-1201-R:122.160.77.212,North,Delhi
01143013601_dsl,VTA-U-163841-1024-NA-1050-R,122.160.77.153,01143013601_dsl:VTA-U-163841-1024-NA-1050-R:122.160.77.153,North,Delhi
012134001535_dsl,VTA-U-81922-1024-NA-627-R,122.160.77.10,012134001535_dsl:VTA-U-81922-1024-NA-627-R:122.160.77.10,North,North - UP West
01204210244_dsl,VTA-U-163841-1024-NA-1038-R,122.160.76.73,01204210244_dsl:VTA-U-163841-1024-NA-1038-R:122.160.76.73,North,U.P West
01160168187_dsl,VTA-U-24576-1024-NA-960-R,122.160.75.99,01160168187_dsl:VTA-U-24576-1024-NA-960-R:122.160.75.99,North,Delhi
01140561286_dsl,VTA-U-409600-1024-NA-1342-R,122.160.75.53,01140561286_dsl:VTA-U-409600-1024-NA-1342-R:122.160.75.53,North,Delhi
mskhamba_del,VTA-U-409600-1024-NA-483-R,122.160.75.136,mskhamba_del:VTA-U-409600-1024-NA-483-R:122.160.75.136,North,Delhi
bholasons_del,VTA-U-163841-1024-NA-343-R,122.160.75.104,bholasons_del:VTA-U-163841-1024-NA-343-R:122.160.75.104,North,Delhi
01204223991_dsl,VTA-U-409600-1024-NA-1082-R,122.160.74.183,01204223991_dsl:VTA-U-409600-1024-NA-1082-R:122.160.74.183,North,U.P West
01140527688_dsl,VTA-U-163841-1024-NA-893-R,122.160.73.70,01140527688_dsl:VTA-U-163841-1024-NA-893-R:122.160.73.70,North,Delhi
01147063537_dsl,VTA-U-24576-1024-NA-605-E,122.160.73.243,01147063537_dsl:VTA-U-24576-1024-NA-605-E:122.160.73.243,North,Delhi
01151635267,VTA-U-163841-1024-NA-830-R,122.160.73.132,01151635267:VTA-U-163841-1024-NA-830-R:122.160.73.132,North,Delhi
01141651613_dsl,VTA-U-163841-1024-NA-624-R,122.160.73.113,01141651613_dsl:VTA-U-163841-1024-NA-624-R:122.160.73.113,North,Delhi
01146575073_dsl,VTA-U-409600-1024-NA-1064-R,122.160.72.24,01146575073_dsl:VTA-U-409600-1024-NA-1064-R:122.160.72.24,North,Delhi
01147036625_dsl,VTA-U-24576-1024-NA-696-R,122.160.71.93,01147036625_dsl:VTA-U-24576-1024-NA-696-R:122.160.71.93,North,Delhi
01204227815_dsl,VTA-U-81922-1024-NA-1013-E,122.160.70.154,01204227815_dsl:VTA-U-81922-1024-NA-1013-E:122.160.70.154,North,U.P West
01204206594_dsl,VTA-U-409600-1024-NA-694-R,122.160.70.114,01204206594_dsl:VTA-U-409600-1024-NA-694-R:122.160.70.114,North,U.P West
01160446913_dsl,VTA-U-409600-1024-NA-872-R,122.160.69.91,01160446913_dsl:VTA-U-409600-1024-NA-872-R:122.160.69.91,North,Delhi
01151633533,VTA-U-409600-1024-NA-803-R,122.160.69.59,01151633533:VTA-U-409600-1024-NA-803-R:122.160.69.59,North,Delhi
01145026662_dsl,VTA-U-409600-1024-NA-1350-R,122.160.69.33,01145026662_dsl:VTA-U-409600-1024-NA-1350-R:122.160.69.33,North,Delhi
01204208300_dsl,VTA-U-40960-512-NA-587-E,122.160.68.5,01204208300_dsl:VTA-U-40960-512-NA-587-E:122.160.68.5,North,U.P West
01146547938_dsl,VTA-U-409600-1024-NA-950-R,122.160.67.126,01146547938_dsl:VTA-U-409600-1024-NA-950-R:122.160.67.126,North,Delhi
01204217121_dsl,VTA-U-40960-1024-NA-722-R,122.160.66.88,01204217121_dsl:VTA-U-40960-1024-NA-722-R:122.160.66.88,North,U.P West
01204205520_dsl,VTA-U-20480-1024-NA-709-E,122.160.66.231,01204205520_dsl:VTA-U-20480-1024-NA-709-E:122.160.66.231,North,U.P West
01204206932_dsl,VTA-U-20480-512-NA-875-R,122.160.66.206,01204206932_dsl:VTA-U-20480-512-NA-875-R:122.160.66.206,North,U.P West
01204211555_dsl,VTA-U-40960-1024-NA-700-R,122.160.66.102,01204211555_dsl:VTA-U-40960-1024-NA-700-R:122.160.66.102,North,U.P West
S137950_dsl,VTA-U-163841-1024-NA-448-R,122.160.65.9,S137950_dsl:VTA-U-163841-1024-NA-448-R:122.160.65.9,North,U.P West
01204229348_dsl,VTA-U-24576-1024-NA-829-E,122.160.65.67,01204229348_dsl:VTA-U-24576-1024-NA-829-E:122.160.65.67,North,U.P West
01244371712_dsl,VTA-U-163841-1024-NA-432-R,122.160.64.87,01244371712_dsl:VTA-U-163841-1024-NA-432-R:122.160.64.87,North,Haryana
01296303547_dsl,VTA-U-24576-1024-NA-1200-R,122.160.62.91,01296303547_dsl:VTA-U-24576-1024-NA-1200-R:122.160.62.91,North,Haryana
GA037249_dsl,VTA-U-409600-1024-NA-739-R,122.160.62.145,GA037249_dsl:VTA-U-409600-1024-NA-739-R:122.160.62.145,North,Haryana
018137479587_dsl,VTA-U-163841-512-NA-229-R,122.160.61.243,018137479587_dsl:VTA-U-163841-512-NA-229-R:122.160.61.243,North,Punjab
012133211533_dsl,VTA-U-409600-1024-NA-150-R,122.160.61.19,012133211533_dsl:VTA-U-409600-1024-NA-150-R:122.160.61.19,North,North - UP West
01176313856_dsl,VTA-U-409600-1024-NA-160-R,122.160.59.253,01176313856_dsl:VTA-U-409600-1024-NA-160-R:122.160.59.253,North,Delhi
01143012192_dsl,VTA-U-409600-1024-NA-1069-R,122.160.59.207,01143012192_dsl:VTA-U-409600-1024-NA-1069-R:122.160.59.207,North,Delhi
01246340600_dsl,VTA-U-163841-1024-NA-707-R,122.160.58.55,01246340600_dsl:VTA-U-163841-1024-NA-707-R:122.160.58.55,North,Haryana
01190780822_dsl,VTA-U-409600-1024-NA-283-R,122.160.58.200,01190780822_dsl:VTA-U-409600-1024-NA-283-R:122.160.58.200,North,Delhi
01204126883_dsl,VTA-U-24576-1024-NA-184-R,122.160.57.163,01204126883_dsl:VTA-U-24576-1024-NA-184-R:122.160.57.163,North,U.P West
01204214442_dsl,VTA-U-24576-1024-NA-991-R,122.160.57.146,01204214442_dsl:VTA-U-24576-1024-NA-991-R:122.160.57.146,North,U.P West
shyamg99_hry,VTA-U-409600-1024-NA-598-R,122.160.56.93,shyamg99_hry:VTA-U-409600-1024-NA-598-R:122.160.56.93,North,Haryana
012012904454_dsl,VTA-U-409600-1024-NA-491-R,122.160.51.76,012012904454_dsl:VTA-U-409600-1024-NA-491-R:122.160.51.76,North,U.P West
01143035338_dsl,VTA-U-409600-1024-NA-1250-R,122.160.51.201,01143035338_dsl:VTA-U-409600-1024-NA-1250-R:122.160.51.201,North,Delhi
012038803660_dsl,VTA-U-409600-1024-NA-506-R,122.160.50.92,012038803660_dsl:VTA-U-409600-1024-NA-506-R:122.160.50.92,North,U.P West
01163824533_dsl,VTA-U-409600-1024-NA-894-E,122.160.50.146,01163824533_dsl:VTA-U-409600-1024-NA-894-E:122.160.50.146,North,Delhi
01146582452_dsl,VTA-U-409600-1024-NA-805-R,122.160.5.218,01146582452_dsl:VTA-U-409600-1024-NA-805-R:122.160.5.218,North,Delhi
01245001366,VTA-U-409600-1024-NA-768-R,122.160.5.21,01245001366:VTA-U-409600-1024-NA-768-R:122.160.5.21,North,Haryana
01244075158_dsl,VTA-U-409600-1024-NA-425-R,122.160.5.188,01244075158_dsl:VTA-U-409600-1024-NA-425-R:122.160.5.188,North,Haryana
012014837304_dsl,VTA-U-1024000-1024-NA-4343-R,122.160.5.111,012014837304_dsl:VTA-U-1024000-1024-NA-4343-R:122.160.5.111,North,U.P West
01204213828_dsl,VTA-U-163841-1024-NA-954-R,122.160.49.243,01204213828_dsl:VTA-U-163841-1024-NA-954-R:122.160.49.243,North,U.P West
01145565344_dsl,VTA-U-163841-1024-NA-765-R,122.160.48.243,01145565344_dsl:VTA-U-163841-1024-NA-765-R:122.160.48.243,North,Delhi
01147032391_dsl,VTA-U-10241-512-NA-711-E,122.160.48.185,01147032391_dsl:VTA-U-10241-512-NA-711-E:122.160.48.185,North,Delhi
01146547931_dsl,VTA-U-409600-1024-NA-840-R,122.160.48.154,01146547931_dsl:VTA-U-409600-1024-NA-840-R:122.160.48.154,North,Delhi
01204221269_dsl,VTA-U-409600-1024-NA-913-R,122.160.48.142,01204221269_dsl:VTA-U-409600-1024-NA-913-R:122.160.48.142,North,U.P West
01145086242_dsl,VTA-U-163841-1024-NA-381-R,122.160.47.35,01145086242_dsl:VTA-U-163841-1024-NA-381-R:122.160.47.35,North,Delhi
01143215218_dsl,VTA-U-81922-512-NA-85-R,122.160.46.66,01143215218_dsl:VTA-U-81922-512-NA-85-R:122.160.46.66,North,Delhi
01142518464_dsl,VTA-U-409600-1024-NA-538-R,122.160.46.218,01142518464_dsl:VTA-U-409600-1024-NA-538-R:122.160.46.218,North,Delhi
01147563784_dsl,VTA-U-409600-1024-NA-1500-R,122.160.46.155,01147563784_dsl:VTA-U-409600-1024-NA-1500-R:122.160.46.155,North,Delhi
01245369016,VTA-U-24576-1024-NA-1098-R,122.160.45.227,01245369016:VTA-U-24576-1024-NA-1098-R:122.160.45.227,North,Haryana
01145531893_dsl,VTA-U-163841-1024-NA-558-R,122.160.43.52,01145531893_dsl:VTA-U-163841-1024-NA-558-R:122.160.43.52,North,Delhi
01246287398_dsl,VTA-U-24576-1024-NA-483-R,122.160.42.67,01246287398_dsl:VTA-U-24576-1024-NA-483-R:122.160.42.67,North,Haryana
01244237679_dsl,VTA-U-163841-1024-NA-1110-R,122.160.42.55,01244237679_dsl:VTA-U-163841-1024-NA-1110-R:122.160.42.55,North,Haryana
01244031540_dsl,VTA-U-163841-1024-NA-582-R,122.160.42.155,01244031540_dsl:VTA-U-163841-1024-NA-582-R:122.160.42.155,North,Haryana
01145038389_dsl,VTA-U-409600-1024-NA-793-R,122.160.40.161,01145038389_dsl:VTA-U-409600-1024-NA-793-R:122.160.40.161,North,Delhi
01143524844_dsl,VTA-U-409600-1024-NA-1060-E,122.160.4.94,01143524844_dsl:VTA-U-409600-1024-NA-1060-E:122.160.4.94,North,Delhi
1151613989_dsl,VTA-U-81922-1024-NA-1050-E,122.160.4.82,1151613989_dsl:VTA-U-81922-1024-NA-1050-E:122.160.4.82,North,Delhi
01140610038_dsl,VTA-U-409600-1024-NA-1263-R,122.160.4.17,01140610038_dsl:VTA-U-409600-1024-NA-1263-R:122.160.4.17,North,Delhi
01143023798_dsl,VTA-U-409600-1024-NA-676-R,122.160.4.123,01143023798_dsl:VTA-U-409600-1024-NA-676-R:122.160.4.123,North,Delhi
01143022401_dsl,VTA-U-409600-1024-NA-927-R,122.160.36.137,01143022401_dsl:VTA-U-409600-1024-NA-927-R:122.160.36.137,North,Delhi
01143043477_dsl,VTA-U-24576-1024-NA-549-R,122.160.33.97,01143043477_dsl:VTA-U-24576-1024-NA-549-R:122.160.33.97,North,Delhi
01145044754_dsl,VTA-U-409600-1024-NA-840-R,122.160.33.86,01145044754_dsl:VTA-U-409600-1024-NA-840-R:122.160.33.86,North,Delhi
01192586522_dsl,VTA-U-20480-1024-NA-1050-E,122.160.33.250,01192586522_dsl:VTA-U-20480-1024-NA-1050-E:122.160.33.250,North,Delhi
01191923904_dsl,VTA-U-409600-1024-NA-600-E,122.160.33.226,01191923904_dsl:VTA-U-409600-1024-NA-600-E:122.160.33.226,North,Delhi
01143580695_dsl,VTA-U-163841-1024-NA-973-E,122.160.33.124,01143580695_dsl:VTA-U-163841-1024-NA-973-E:122.160.33.124,North,Delhi
01193398644_dsl,VTA-U-163841-1024-NA-751-R,122.160.32.208,01193398644_dsl:VTA-U-163841-1024-NA-751-R:122.160.32.208,North,Delhi
012439070831_dsl,VTA-U-163841-1024-NA-972-R,122.160.32.206,012439070831_dsl:VTA-U-163841-1024-NA-972-R:122.160.32.206,North,Haryana
01294157003_dsl,VTA-U-163841-1024-NA-423-R,122.160.31.224,01294157003_dsl:VTA-U-163841-1024-NA-423-R:122.160.31.224,North,Haryana
